date,best_family,lambda_L,lambda_U,lambda_L_t,lambda_L_cl,AIC_best,AIC_gauss,regime
1998-10-31,Frank,0.0,0.0,0.13157755503981172,0.2751169617653967,-5.177431652882109,-4.7328883931386745,Tail-dependent
1998-11-30,Clayton,0.3076927631971195,0.0,0.19054460928902936,0.3076927631971195,-5.891602011182549,-5.072863722681168,Tail-dependent
1998-12-31,Clayton,0.29216838141493506,0.0,0.16794198755952425,0.29216838141493506,-5.392555127192101,-4.23058702076243,Tail-dependent
1999-01-31,Clayton,0.3013119506038475,0.0,0.1924072114412149,0.3013119506038475,-5.634562765875479,-4.980384536528058,Tail-dependent
1999-02-28,Clayton,0.3362350477937353,0.0,0.22499456813062083,0.3362350477937353,-6.965044856905301,-5.426578338624445,Tail-dependent
1999-03-31,Gumbel,0.0,0.25449239414580394,0.19752747240707105,0.2086031711217768,-3.0888003182938757,-2.406793262451796,Tail-dependent
1999-04-30,Gumbel,0.0,0.2422138344786391,0.17985440502373876,0.1910414432342216,-2.6149095883509963,-2.0877922669101032,Tail-dependent
1999-05-31,Gumbel,0.0,0.23617946453659666,0.1573460621117127,0.17371002972538155,-2.410154549374032,-1.894806039757956,Tail-dependent
1999-06-30,Gumbel,0.0,0.21129833208158155,0.1433329084765311,0.1315136872154437,-1.5512937022750366,-1.0623416730193225,Tail-dependent
1999-07-31,Gumbel,0.0,0.2200426549624792,0.15484364568159992,0.149962388675205,-1.8276641256266721,-1.348283579415002,Tail-dependent
1999-08-31,Gumbel,0.0,0.22529864562929136,0.15734517897048766,0.14999526322929774,-2.00763097187476,-1.4513030171659156,Tail-dependent
1999-09-30,Gumbel,0.0,0.25137517630585293,0.09926930846200925,0.19217972465900585,-3.1651884937889676,-2.9924920060616422,Tail-dependent
1999-10-31,Gaussian,0.0,0.0,0.06062431748098008,0.19465170974183485,-2.9429755816000283,-2.9429755816000283,Gaussian
1999-11-30,Gaussian,0.0,0.0,0.058901724086542394,0.2048336165416196,-2.99968604403652,-2.99968604403652,Gaussian
1999-12-31,Gumbel,0.0,0.3172567552020624,0.19571949097359326,0.2387729654459661,-7.864987020564925,-5.752807078844924,Tail-dependent
2000-01-31,Gumbel,0.0,0.31831521207411817,0.18484705862903716,0.24186196343131686,-7.941946681971604,-5.921188875107425,Tail-dependent
2000-02-29,Gumbel,0.0,0.3181971453910697,0.20618552828818304,0.2460383318402932,-7.902934312837836,-5.827283345339653,Tail-dependent
2000-03-31,Gumbel,0.0,0.3030513704304272,0.19894612703329534,0.21972840354620704,-7.040880372751033,-4.968330109882645,Tail-dependent
2000-04-30,Gumbel,0.0,0.29882550003370745,0.212146017133827,0.197070220869005,-6.7768083173435585,-4.4278090961888505,Tail-dependent
2000-05-31,Gumbel,0.0,0.30635575337681953,0.23746663107622185,0.22404280418658065,-7.144776540813892,-4.859990376299947,Tail-dependent
2000-06-30,Gumbel,0.0,0.3031329092736459,0.23830437049443087,0.2256650706009965,-6.968672399078802,-4.773004486185674,Tail-dependent
2000-07-31,Gumbel,0.0,0.3375579859317668,0.26369222342622833,0.27197036778390654,-9.061193574993503,-6.518035606028693,Tail-dependent
2000-08-31,Gumbel,0.0,0.3268979208747427,0.24148559012164586,0.2531733910459937,-8.368452254105982,-5.953629271895921,Tail-dependent
2000-09-30,Gumbel,0.0,0.3438811814877907,0.28234238761444824,0.3082452131714101,-9.40121593059035,-7.09867480434866,Tail-dependent
2000-10-31,Gumbel,0.0,0.34298958484555575,0.2873426019999022,0.3113345733130056,-9.344346420762925,-7.062104468519815,Tail-dependent
2000-11-30,Gumbel,0.0,0.3490438257264401,0.2975618939471351,0.32973635268875534,-9.711043777162187,-7.464249110959308,Tail-dependent
2000-12-31,Gumbel,0.0,0.34244957404469023,0.2719595632735286,0.29970622123296925,-9.405050744647065,-7.056679941061983,Tail-dependent
2001-01-31,Gumbel,0.0,0.33916726682460063,0.2586843658450116,0.2893760943850351,-9.228011659663773,-6.904499411674715,Tail-dependent
2001-02-28,Gumbel,0.0,0.3081046951779296,0.25414501436043796,0.19877115340205698,-7.293284347106788,-4.451739656055845,Tail-dependent
2001-03-31,Gumbel,0.0,0.28734759109154573,0.2557633179209997,0.153325824419399,-6.153222187365049,-3.2033675014283958,Tail-dependent
2001-04-30,Gumbel,0.0,0.2482415263006954,0.2524902332843196,0.04941469056827296,-4.238305512369862,-1.0792307133627936,Tail-dependent
2001-05-31,Gumbel,0.0,0.24527652648351483,0.25147676391232726,0.04505113150609699,-4.117297087268736,-0.9581553371699321,Tail-dependent
2001-06-30,Gumbel,0.0,0.24638007657079397,0.24935269205652627,0.04564703319522253,-4.163885220996281,-1.0042475023041861,Tail-dependent
2001-07-31,Gumbel,0.0,0.22905546025719103,0.21046426009305882,0.0032773589723308284,-3.486936590375752,-0.2519026628212093,Tail-dependent
2001-08-31,Gumbel,0.0,0.22242900410185884,0.1989340386480896,0.0006073908474211957,-3.256234919851982,-0.01923216956307794,Tail-dependent
